0
91.5
71
71
78
35
88
36.5
54
93
91
74
90
95
98.5
98
84.5
76
69
26
82
93
74
58
84
25
55
72
31.5
82
94.5
95
77
86
99
91
81
94
72
83
53
73
72.5
87
81
88
66.5
91
83
36
49
85
71
49
82
88.5
58
57
80
39
34
86
34
99
42.5
36
100
51
91.5
