# Starting up: N=1000 dt=1.000000e-03 pad=2.000000e+00 L=1.000000e+00
time	PV	NkT	PV/NkT	Energy
1.020430e+02 1.917263e+01 2.096423e+01 9.145400e-01 0.000000e+00
1.030430e+02 2.061176e+01 2.095160e+01 9.837797e-01 0.000000e+00
1.040430e+02 2.065220e+01 2.094158e+01 9.861812e-01 0.000000e+00
1.050430e+02 2.143417e+01 2.097160e+01 1.022057e+00 0.000000e+00
1.060430e+02 1.958677e+01 2.096290e+01 9.343541e-01 0.000000e+00
1.070430e+02 2.129733e+01 2.095633e+01 1.016272e+00 0.000000e+00
1.080430e+02 2.140708e+01 2.097588e+01 1.020557e+00 0.000000e+00
1.090430e+02 2.046635e+01 2.097069e+01 9.759504e-01 0.000000e+00
1.100430e+02 2.174075e+01 2.098811e+01 1.035860e+00 0.000000e+00
1.110430e+02 2.128472e+01 2.101406e+01 1.012880e+00 0.000000e+00
1.120430e+02 1.997423e+01 2.097743e+01 9.521775e-01 0.000000e+00
1.130430e+02 1.950749e+01 2.096174e+01 9.306239e-01 0.000000e+00
1.140430e+02 2.159330e+01 2.095511e+01 1.030455e+00 0.000000e+00
1.150430e+02 2.061130e+01 2.098245e+01 9.823111e-01 0.000000e+00
1.160430e+02 2.169316e+01 2.098871e+01 1.033563e+00 0.000000e+00
1.170430e+02 2.193460e+01 2.099026e+01 1.044989e+00 0.000000e+00
1.180430e+02 1.906124e+01 2.096480e+01 9.092024e-01 0.000000e+00
1.190430e+02 2.313104e+01 2.097040e+01 1.103033e+00 0.000000e+00
1.200430e+02 1.878329e+01 2.095237e+01 8.964755e-01 0.000000e+00
1.210430e+02 2.176798e+01 2.095248e+01 1.038921e+00 0.000000e+00
1.220430e+02 2.077714e+01 2.095381e+01 9.915683e-01 0.000000e+00
1.230430e+02 2.067270e+01 2.094273e+01 9.871063e-01 0.000000e+00
1.240430e+02 2.028194e+01 2.092712e+01 9.691703e-01 0.000000e+00
1.250430e+02 2.101604e+01 2.092335e+01 1.004430e+00 0.000000e+00
1.260430e+02 2.085844e+01 2.093849e+01 9.961771e-01 0.000000e+00
1.270430e+02 2.075684e+01 2.092979e+01 9.917371e-01 0.000000e+00
1.280430e+02 2.161529e+01 2.092988e+01 1.032748e+00 0.000000e+00
1.290430e+02 2.033873e+01 2.094467e+01 9.710694e-01 0.000000e+00
1.300430e+02 2.151066e+01 2.094243e+01 1.027133e+00 0.000000e+00
1.310430e+02 1.959714e+01 2.095457e+01 9.352208e-01 0.000000e+00
1.320430e+02 2.159105e+01 2.096404e+01 1.029909e+00 0.000000e+00
1.330430e+02 2.068152e+01 2.096146e+01 9.866452e-01 0.000000e+00
1.340430e+02 1.988685e+01 2.093833e+01 9.497820e-01 0.000000e+00
1.350430e+02 2.066285e+01 2.095005e+01 9.862916e-01 0.000000e+00
1.360430e+02 2.291123e+01 2.093051e+01 1.094633e+00 0.000000e+00
1.370430e+02 2.200395e+01 2.092600e+01 1.051512e+00 0.000000e+00
1.380430e+02 1.919386e+01 2.093430e+01 9.168620e-01 0.000000e+00
1.390430e+02 2.052807e+01 2.094734e+01 9.799846e-01 0.000000e+00
1.400430e+02 2.086132e+01 2.095656e+01 9.954552e-01 0.000000e+00
1.410430e+02 2.119126e+01 2.092953e+01 1.012505e+00 0.000000e+00
1.420430e+02 2.056929e+01 2.093942e+01 9.823237e-01 0.000000e+00
1.430430e+02 2.067029e+01 2.094241e+01 9.870065e-01 0.000000e+00
1.440430e+02 2.121673e+01 2.095995e+01 1.012251e+00 0.000000e+00
1.450430e+02 2.086313e+01 2.094510e+01 9.960862e-01 0.000000e+00
1.460430e+02 2.078670e+01 2.096974e+01 9.912716e-01 0.000000e+00
1.470430e+02 2.098200e+01 2.098546e+01 9.998353e-01 0.000000e+00
1.480430e+02 2.015084e+01 2.098665e+01 9.601741e-01 0.000000e+00
1.490430e+02 2.137219e+01 2.094958e+01 1.020173e+00 0.000000e+00
1.500430e+02 2.044895e+01 2.096775e+01 9.752574e-01 0.000000e+00
1.510430e+02 2.005701e+01 2.097356e+01 9.563001e-01 0.000000e+00
1.520430e+02 2.111652e+01 2.097614e+01 1.006693e+00 0.000000e+00
1.530430e+02 2.167085e+01 2.101140e+01 1.031386e+00 0.000000e+00
1.540430e+02 2.007952e+01 2.100876e+01 9.557692e-01 0.000000e+00
1.550430e+02 2.317904e+01 2.098585e+01 1.104508e+00 0.000000e+00
1.560430e+02 2.060221e+01 2.098008e+01 9.819895e-01 0.000000e+00
1.570430e+02 1.904050e+01 2.098965e+01 9.071373e-01 0.000000e+00
1.580430e+02 2.071693e+01 2.097386e+01 9.877501e-01 0.000000e+00
1.590430e+02 2.119641e+01 2.097071e+01 1.010762e+00 0.000000e+00
1.600430e+02 2.122924e+01 2.095931e+01 1.012879e+00 0.000000e+00
1.610430e+02 2.252426e+01 2.097030e+01 1.074103e+00 0.000000e+00
1.620430e+02 2.009450e+01 2.094756e+01 9.592766e-01 0.000000e+00
1.630430e+02 2.073549e+01 2.095987e+01 9.892950e-01 0.000000e+00
1.640430e+02 1.933629e+01 2.096890e+01 9.221413e-01 0.000000e+00
1.650430e+02 2.179983e+01 2.097160e+01 1.039493e+00 0.000000e+00
1.660430e+02 2.082306e+01 2.096453e+01 9.932520e-01 0.000000e+00
1.670430e+02 2.060575e+01 2.096017e+01 9.830910e-01 0.000000e+00
1.680430e+02 2.165780e+01 2.097493e+01 1.032557e+00 0.000000e+00
1.690430e+02 1.990336e+01 2.095049e+01 9.500188e-01 0.000000e+00
1.700430e+02 2.122924e+01 2.094320e+01 1.013658e+00 0.000000e+00
1.710430e+02 2.082119e+01 2.092765e+01 9.949131e-01 0.000000e+00
1.720430e+02 2.066161e+01 2.094176e+01 9.866222e-01 0.000000e+00
1.730430e+02 2.034044e+01 2.094402e+01 9.711813e-01 0.000000e+00
1.740430e+02 2.117925e+01 2.095152e+01 1.010869e+00 0.000000e+00
1.750430e+02 2.059425e+01 2.093108e+01 9.839078e-01 0.000000e+00
1.760430e+02 2.006613e+01 2.094880e+01 9.578654e-01 0.000000e+00
1.770430e+02 2.189892e+01 2.095480e+01 1.045055e+00 0.000000e+00
1.780430e+02 2.255015e+01 2.094938e+01 1.076411e+00 0.000000e+00
1.790430e+02 2.105654e+01 2.094049e+01 1.005542e+00 0.000000e+00
1.800430e+02 1.969536e+01 2.093898e+01 9.406078e-01 0.000000e+00
1.810430e+02 2.025923e+01 2.095400e+01 9.668434e-01 0.000000e+00
1.820430e+02 2.219688e+01 2.093653e+01 1.060199e+00 0.000000e+00
1.830430e+02 1.921828e+01 2.096639e+01 9.166229e-01 0.000000e+00
1.840430e+02 2.056816e+01 2.098709e+01 9.800388e-01 0.000000e+00
1.850430e+02 2.129330e+01 2.095325e+01 1.016229e+00 0.000000e+00
1.860430e+02 2.137614e+01 2.096358e+01 1.019680e+00 0.000000e+00
1.870430e+02 2.130154e+01 2.094214e+01 1.017162e+00 0.000000e+00
1.880430e+02 2.038971e+01 2.094899e+01 9.733028e-01 0.000000e+00
1.890430e+02 2.082741e+01 2.094462e+01 9.944039e-01 0.000000e+00
1.900430e+02 2.065162e+01 2.095028e+01 9.857445e-01 0.000000e+00
1.910430e+02 2.072178e+01 2.095909e+01 9.886775e-01 0.000000e+00
1.920430e+02 2.220424e+01 2.094947e+01 1.059895e+00 0.000000e+00
1.930430e+02 2.063742e+01 2.097069e+01 9.841080e-01 0.000000e+00
1.940430e+02 2.103909e+01 2.099006e+01 1.002336e+00 0.000000e+00
1.950430e+02 1.992789e+01 2.098225e+01 9.497496e-01 0.000000e+00
1.960430e+02 2.090834e+01 2.095882e+01 9.975919e-01 0.000000e+00
1.970430e+02 2.205711e+01 2.094147e+01 1.053274e+00 0.000000e+00
1.980430e+02 1.938646e+01 2.091746e+01 9.268073e-01 0.000000e+00
1.990430e+02 1.937343e+01 2.092425e+01 9.258838e-01 0.000000e+00
2.000430e+02 2.332884e+01 2.091832e+01 1.115235e+00 0.000000e+00
2.010430e+02 2.036125e+01 2.093429e+01 9.726264e-01 0.000000e+00
2.020430e+02 2.165293e+01 2.094003e+01 1.034045e+00 0.000000e+00
2.030430e+02 1.971281e+01 2.093339e+01 9.416921e-01 0.000000e+00
2.040430e+02 2.111436e+01 2.092421e+01 1.009088e+00 0.000000e+00
2.050430e+02 2.037509e+01 2.092132e+01 9.738910e-01 0.000000e+00
2.060430e+02 2.144206e+01 2.095860e+01 1.023067e+00 0.000000e+00
2.070430e+02 2.071250e+01 2.093725e+01 9.892654e-01 0.000000e+00
2.080430e+02 2.032107e+01 2.095414e+01 9.697880e-01 0.000000e+00
2.090430e+02 2.215163e+01 2.093107e+01 1.058313e+00 0.000000e+00
2.100430e+02 1.905774e+01 2.096056e+01 9.092190e-01 0.000000e+00
2.110430e+02 2.254213e+01 2.095680e+01 1.075648e+00 0.000000e+00
2.120430e+02 2.086798e+01 2.095800e+01 9.957049e-01 0.000000e+00
2.130430e+02 2.053629e+01 2.095279e+01 9.801218e-01 0.000000e+00
2.140430e+02 2.065686e+01 2.093788e+01 9.865781e-01 0.000000e+00
2.150430e+02 1.995798e+01 2.094183e+01 9.530196e-01 0.000000e+00
2.160430e+02 2.120852e+01 2.094138e+01 1.012757e+00 0.000000e+00
2.170430e+02 2.222040e+01 2.093930e+01 1.061182e+00 0.000000e+00
2.180430e+02 1.856028e+01 2.094097e+01 8.863144e-01 0.000000e+00
2.190430e+02 2.154917e+01 2.094186e+01 1.029000e+00 0.000000e+00
2.200430e+02 2.068892e+01 2.094990e+01 9.875422e-01 0.000000e+00
2.210430e+02 2.320342e+01 2.095207e+01 1.107453e+00 0.000000e+00
2.220430e+02 1.873071e+01 2.097338e+01 8.930710e-01 0.000000e+00
2.230430e+02 2.056461e+01 2.095053e+01 9.815797e-01 0.000000e+00
2.240430e+02 2.228255e+01 2.094844e+01 1.063686e+00 0.000000e+00
2.250430e+02 1.917468e+01 2.094294e+01 9.155677e-01 0.000000e+00
2.260430e+02 2.227040e+01 2.093298e+01 1.063891e+00 0.000000e+00
2.270430e+02 1.945734e+01 2.092656e+01 9.297918e-01 0.000000e+00
2.280430e+02 2.036729e+01 2.095697e+01 9.718621e-01 0.000000e+00
2.290430e+02 2.218524e+01 2.094958e+01 1.058982e+00 0.000000e+00
2.300430e+02 2.214594e+01 2.095838e+01 1.056662e+00 0.000000e+00
2.310430e+02 2.018138e+01 2.097581e+01 9.621267e-01 0.000000e+00
2.320430e+02 2.038233e+01 2.094718e+01 9.730344e-01 0.000000e+00
2.330430e+02 2.107047e+01 2.093191e+01 1.006619e+00 0.000000e+00
2.340430e+02 2.154246e+01 2.094083e+01 1.028730e+00 0.000000e+00
2.350430e+02 1.876016e+01 2.094802e+01 8.955577e-01 0.000000e+00
2.360430e+02 2.220490e+01 2.094546e+01 1.060130e+00 0.000000e+00
2.370430e+02 2.122309e+01 2.094606e+01 1.013226e+00 0.000000e+00
2.380430e+02 1.980627e+01 2.094654e+01 9.455628e-01 0.000000e+00
2.390430e+02 2.160769e+01 2.095702e+01 1.031048e+00 0.000000e+00
2.400430e+02 2.184580e+01 2.092834e+01 1.043838e+00 0.000000e+00
2.410430e+02 1.847921e+01 2.094295e+01 8.823591e-01 0.000000e+00
2.420430e+02 2.210783e+01 2.094949e+01 1.055292e+00 0.000000e+00
2.430430e+02 2.166696e+01 2.095045e+01 1.034200e+00 0.000000e+00
2.440430e+02 1.927774e+01 2.093363e+01 9.208982e-01 0.000000e+00
2.450430e+02 2.304429e+01 2.092407e+01 1.101329e+00 0.000000e+00
2.460430e+02 2.070420e+01 2.093881e+01 9.887955e-01 0.000000e+00
2.470430e+02 1.867990e+01 2.093873e+01 8.921222e-01 0.000000e+00
2.480430e+02 2.150526e+01 2.096752e+01 1.025646e+00 0.000000e+00
2.490430e+02 2.135996e+01 2.097536e+01 1.018336e+00 0.000000e+00
2.500430e+02 2.039207e+01 2.094679e+01 9.735177e-01 0.000000e+00
2.510430e+02 2.038705e+01 2.094362e+01
